Technically possible output frequencies (fcw) of integrated cosine waveform (CW) Generator:
(with definition SW_FSTEP_MAX=256, default value 0 for RTC_CNTL_CK8M_DIV_SEL stays untouched)

setCwFrequency(): ftarget=225, fcw=244, abs(delta)=19, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=226, fcw=244, abs(delta)=18, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=227, fcw=244, abs(delta)=17, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=228, fcw=244, abs(delta)=16, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=229, fcw=244, abs(delta)=15, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=230, fcw=244, abs(delta)=14, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=231, fcw=244, abs(delta)=13, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=232, fcw=244, abs(delta)=12, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=233, fcw=244, abs(delta)=11, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=234, fcw=244, abs(delta)=10, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=235, fcw=244, abs(delta)=9, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=236, fcw=244, abs(delta)=8, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=237, fcw=244, abs(delta)=7, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=238, fcw=244, abs(delta)=6, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=239, fcw=244, abs(delta)=5, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=240, fcw=244, abs(delta)=4, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=241, fcw=244, abs(delta)=3, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=242, fcw=244, abs(delta)=2, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=243, fcw=244, abs(delta)=1, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=244, fcw=244, abs(delta)=0, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=245, fcw=244, abs(delta)=1, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=246, fcw=244, abs(delta)=2, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=247, fcw=244, abs(delta)=3, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=248, fcw=244, abs(delta)=4, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=249, fcw=244, abs(delta)=5, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=250, fcw=244, abs(delta)=6, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=251, fcw=244, abs(delta)=7, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=252, fcw=244, abs(delta)=8, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=253, fcw=244, abs(delta)=9, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=254, fcw=244, abs(delta)=10, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=255, fcw=244, abs(delta)=11, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=256, fcw=244, abs(delta)=12, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=257, fcw=244, abs(delta)=13, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=258, fcw=244, abs(delta)=14, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=259, fcw=244, abs(delta)=15, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=260, fcw=244, abs(delta)=16, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=261, fcw=244, abs(delta)=17, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=262, fcw=244, abs(delta)=18, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=263, fcw=244, abs(delta)=19, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=264, fcw=244, abs(delta)=20, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=265, fcw=244, abs(delta)=21, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=266, fcw=244, abs(delta)=22, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=267, fcw=244, abs(delta)=23, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=268, fcw=244, abs(delta)=24, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=269, fcw=244, abs(delta)=25, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=270, fcw=244, abs(delta)=26, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=271, fcw=244, abs(delta)=27, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=272, fcw=244, abs(delta)=28, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=273, fcw=244, abs(delta)=29, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=274, fcw=244, abs(delta)=30, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=275, fcw=244, abs(delta)=31, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=276, fcw=244, abs(delta)=32, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=277, fcw=244, abs(delta)=33, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=278, fcw=244, abs(delta)=34, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=279, fcw=244, abs(delta)=35, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=280, fcw=244, abs(delta)=36, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=281, fcw=244, abs(delta)=37, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=282, fcw=244, abs(delta)=38, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=283, fcw=244, abs(delta)=39, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=284, fcw=244, abs(delta)=40, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=285, fcw=244, abs(delta)=41, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=286, fcw=244, abs(delta)=42, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=287, fcw=244, abs(delta)=43, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=288, fcw=244, abs(delta)=44, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=289, fcw=244, abs(delta)=45, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=290, fcw=244, abs(delta)=46, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=291, fcw=244, abs(delta)=47, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=292, fcw=244, abs(delta)=48, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=293, fcw=244, abs(delta)=49, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=294, fcw=244, abs(delta)=50, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=295, fcw=244, abs(delta)=51, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=296, fcw=244, abs(delta)=52, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=297, fcw=244, abs(delta)=53, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=298, fcw=244, abs(delta)=54, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=299, fcw=244, abs(delta)=55, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=300, fcw=244, abs(delta)=56, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=301, fcw=244, abs(delta)=57, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=302, fcw=244, abs(delta)=58, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=303, fcw=244, abs(delta)=59, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=304, fcw=244, abs(delta)=60, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=305, fcw=244, abs(delta)=61, clk8mDiv=0, frequencyStep=2, stepSize=122.070312
setCwFrequency(): ftarget=306, fcw=366, abs(delta)=60, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=307, fcw=366, abs(delta)=59, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=308, fcw=366, abs(delta)=58, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=309, fcw=366, abs(delta)=57, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=310, fcw=366, abs(delta)=56, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=311, fcw=366, abs(delta)=55, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=312, fcw=366, abs(delta)=54, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=313, fcw=366, abs(delta)=53, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=314, fcw=366, abs(delta)=52, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=315, fcw=366, abs(delta)=51, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=316, fcw=366, abs(delta)=50, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=317, fcw=366, abs(delta)=49, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=318, fcw=366, abs(delta)=48, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=319, fcw=366, abs(delta)=47, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=320, fcw=366, abs(delta)=46, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=321, fcw=366, abs(delta)=45, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=322, fcw=366, abs(delta)=44, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=323, fcw=366, abs(delta)=43, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=324, fcw=366, abs(delta)=42, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=325, fcw=366, abs(delta)=41, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=326, fcw=366, abs(delta)=40, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=327, fcw=366, abs(delta)=39, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=328, fcw=366, abs(delta)=38, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=329, fcw=366, abs(delta)=37, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=330, fcw=366, abs(delta)=36, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=331, fcw=366, abs(delta)=35, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=332, fcw=366, abs(delta)=34, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=333, fcw=366, abs(delta)=33, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=334, fcw=366, abs(delta)=32, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=335, fcw=366, abs(delta)=31, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=336, fcw=366, abs(delta)=30, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=337, fcw=366, abs(delta)=29, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=338, fcw=366, abs(delta)=28, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=339, fcw=366, abs(delta)=27, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=340, fcw=366, abs(delta)=26, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=341, fcw=366, abs(delta)=25, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=342, fcw=366, abs(delta)=24, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=343, fcw=366, abs(delta)=23, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=344, fcw=366, abs(delta)=22, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=345, fcw=366, abs(delta)=21, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=346, fcw=366, abs(delta)=20, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=347, fcw=366, abs(delta)=19, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=348, fcw=366, abs(delta)=18, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=349, fcw=366, abs(delta)=17, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=350, fcw=366, abs(delta)=16, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=351, fcw=366, abs(delta)=15, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=352, fcw=366, abs(delta)=14, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=353, fcw=366, abs(delta)=13, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=354, fcw=366, abs(delta)=12, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=355, fcw=366, abs(delta)=11, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=356, fcw=366, abs(delta)=10, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=357, fcw=366, abs(delta)=9, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=358, fcw=366, abs(delta)=8, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=359, fcw=366, abs(delta)=7, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=360, fcw=366, abs(delta)=6, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=361, fcw=366, abs(delta)=5, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=362, fcw=366, abs(delta)=4, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=363, fcw=366, abs(delta)=3, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=364, fcw=366, abs(delta)=2, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=365, fcw=366, abs(delta)=1, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=366, fcw=366, abs(delta)=0, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=367, fcw=366, abs(delta)=1, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=368, fcw=366, abs(delta)=2, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=369, fcw=366, abs(delta)=3, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=370, fcw=366, abs(delta)=4, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=371, fcw=366, abs(delta)=5, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=372, fcw=366, abs(delta)=6, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=373, fcw=366, abs(delta)=7, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=374, fcw=366, abs(delta)=8, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=375, fcw=366, abs(delta)=9, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=376, fcw=366, abs(delta)=10, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=377, fcw=366, abs(delta)=11, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=378, fcw=366, abs(delta)=12, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=379, fcw=366, abs(delta)=13, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=380, fcw=366, abs(delta)=14, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=381, fcw=366, abs(delta)=15, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=382, fcw=366, abs(delta)=16, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=383, fcw=366, abs(delta)=17, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=384, fcw=366, abs(delta)=18, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=385, fcw=366, abs(delta)=19, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=386, fcw=366, abs(delta)=20, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=387, fcw=366, abs(delta)=21, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=388, fcw=366, abs(delta)=22, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=389, fcw=366, abs(delta)=23, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=390, fcw=366, abs(delta)=24, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=391, fcw=366, abs(delta)=25, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=392, fcw=366, abs(delta)=26, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=393, fcw=366, abs(delta)=27, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=394, fcw=366, abs(delta)=28, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=395, fcw=366, abs(delta)=29, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=396, fcw=366, abs(delta)=30, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=397, fcw=366, abs(delta)=31, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=398, fcw=366, abs(delta)=32, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=399, fcw=366, abs(delta)=33, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=400, fcw=366, abs(delta)=34, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=401, fcw=366, abs(delta)=35, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=402, fcw=366, abs(delta)=36, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=403, fcw=366, abs(delta)=37, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=404, fcw=366, abs(delta)=38, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=405, fcw=366, abs(delta)=39, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=406, fcw=366, abs(delta)=40, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=407, fcw=366, abs(delta)=41, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=408, fcw=366, abs(delta)=42, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=409, fcw=366, abs(delta)=43, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=410, fcw=366, abs(delta)=44, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=411, fcw=366, abs(delta)=45, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=412, fcw=366, abs(delta)=46, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=413, fcw=366, abs(delta)=47, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=414, fcw=366, abs(delta)=48, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=415, fcw=366, abs(delta)=49, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=416, fcw=366, abs(delta)=50, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=417, fcw=366, abs(delta)=51, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=418, fcw=366, abs(delta)=52, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=419, fcw=366, abs(delta)=53, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=420, fcw=366, abs(delta)=54, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=421, fcw=366, abs(delta)=55, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=422, fcw=366, abs(delta)=56, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=423, fcw=366, abs(delta)=57, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=424, fcw=366, abs(delta)=58, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=425, fcw=366, abs(delta)=59, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=426, fcw=366, abs(delta)=60, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=427, fcw=366, abs(delta)=61, clk8mDiv=0, frequencyStep=3, stepSize=122.070312
setCwFrequency(): ftarget=428, fcw=488, abs(delta)=60, clk8mDiv=0, frequencyStep=4, stepSize=122.070312
setCwFrequency(): ftarget=429, fcw=488, abs(delta)=59, clk8mDiv=0, frequencyStep=4, stepSize=122.070312
setCwFrequency(): ftarget=430, fcw=488, abs(delta)=58, clk8mDiv=0, frequencyStep=4, stepSize=122.070312
setCwFrequency(): ftarget=431, fcw=488, abs(delta)=57, clk8mDiv=0, frequencyStep=4, stepSize=122.070312
setCwFrequency(): ftarget=432, fcw=488, abs(delta)=56, clk8mDiv=0, frequencyStep=4, stepSize=122.070312
setCwFrequency(): ftarget=433, fcw=488, abs(delta)=55, clk8mDiv=0, frequencyStep=4, stepSize=122.070312
setCwFrequency(): ftarget=434, fcw=488, abs(delta)=54, clk8mDiv=0, frequencyStep=4, stepSize=122.070312
setCwFrequency(): ftarget=435, fcw=488, abs(delta)=53, clk8mDiv=0, frequencyStep=4, stepSize=122.070312
